muir,3,3
soul...?,1,1
cheadle,1,4
"2.5,0,11
greetings,1,1
fun...........,1,1
&quot;mature&quot;,1,1
like?,3,5
relaxed,2,2
hoofbeat,1,1
band!,1,1
titans,3,4
mexican,4,7
sisters,3,3
spirited,4,8
away...to,0,1
nelson...,0,1
fun...fun,1,1
film-noir,5,6
erin's,1,1
3-d,1,13
glasses,3,8
inside!,1,1
missouri,1,1
civilians,1,1
simbolism,1,1
sieze,1,1
'monsters',1,1
1925,3,3
unfairly,3,4
suffered,1,3
lent,2,2
body.,1,2
dream.""",1,1
ant,3,3
rv,0,1
driver,2,3
t.e.,1,1
lawrence,4,8
rodgers,3,3
hart,3,4
jolson,2,2
jury,4,7
same!!,1,1
donner,3,4
hodder,1,2
not..,2,2
(3.5,4,4
family-oriented,2,2
hunting,3,5
wondering,1,1
"""impressive.....most,1,1
impressive""",1,1
began,5,5
yankees,1,1
odd-man,0,1
shooting,1,4
friends!""",1,1
adults!,3,3
"""best,2,2
western""",1,1
description,4,9
"dont,1,3
african-americans,1,1
""alien"",1,1
drops,1,1
jobby,1,1
saga",1,1
sansone...,1,1
stable,2,3
depalma,2,4
mummy's,1,2
4:,3,8
(four,2,2
huston's,2,2
amazing.,11,13
nonsensical,0,5
tripe.,0,1
coaster.,0,2
shameless,1,9
promotion,1,3
sandwich,1,3
hath,1,1
fury.....,1,1
ending!!!!,1,1
bilge,0,5
adolescence,4,4
chandlers,1,1
fliming,1,1
died,8,15
comp.,1,1
surgery.,1,1
exist,2,6
"poorly,0,3
nick,6,11
"dissapointing,0,1
#,3,5
218,1,1
appointment,2,2
anytime,2,4
soon?,1,2
tos's,2,2
obsolete,1,3
"relatively,1,1
hideous,2,13
quickies,1,1
"almost,4,12
"2-1/2,0,1
again....great,1,1
"thanks,1,13
paradise!,1,1
"dazzling,3,3
lynn-holly,1,1
romanticizes,1,1
would-be,1,1
murderer!,1,1
dumb...,1,3
you.""",4,5
ski,2,2
series----,1,1
pre-announed,0,1
dip,0,5
selleck,2,2
concentrate,1,3
gospel-but,1,1
report...,1,1
murdering,1,2
members,1,1
style.....,1,1
newmar!!!,1,1
taugt,1,1
toshiro,1,1
mifune,1,1
"cut,2,3
homicidal,0,2
maniacs,0,1
tycoon,1,1
timing.,1,1
ttyd,1,1
spock!,1,1
self!,1,1
concept.....,1,1
dunnit,2,2
whoopie!,1,1
jackal,2,2
award?!,1,1
"""return,1,1
mountain"",1,1
thrills!",1,1
academic,1,2
ineptitude,1,2
inherit,3,3
"down,1,3
actually.....,0,1
stars.......,1,2
ustinov,3,5
&quot;poirot&quot;.,0,1
"blatant,1,1
"above,1,1
crowes,1,1
plague,1,10
...in,2,2
summer...,2,3
plastic???,0,1
laughable!,0,2
blasphemous....,0,1
edsel!,1,2
wrapped,3,9
boxes,2,2
smoke,5,10
signals,1,1
wich,2,2
wordob,1,1
wasp,0,2
leon.,1,1
rudimentary,1,1
"call,2,3
"hip,1,2
rolls,2,3
doesnt,3,16
correction,2,2
get's,3,5
dejavu,1,1
happening,6,10
tackles,3,3
head-on,1,1
print?,1,1
idear,1,1
lacking.,1,1
wetern,1,1
67',1,1
orgazmo!,1,1
"""pure,1,2
dope,1,2
washes,1,1
hayward...that's,1,1
ordeal???,1,1
claws,1,2
satisfied...,1,1
slice-of-,1,1
(gay),1,1
"high-point,1,1
chase's,3,4
""its,2,2
ballbearings,1,1
days"",1,1
mail...,1,1
weirdest,1,4
filmaking.,1,1
ya,11,20
place!,2,2
...i,2,2
lovely!,2,2
film...what's,1,1
cents,3,8
yourself?,1,2
side!,3,3
1962,1,2
pictures???,0,1
trap...,1,1
matrix....much....much....better,1,1
kilts,1,1
swords.,1,1
sweetest,1,1
sniper,2,3
screen.,2,4
"director,1,1
nora,1,2
ephron,1,2
wilder-but,1,1
prosperity,1,1
corner...at,1,1
nearest,1,1
bank!,1,1
review?:,1,1
x-files!,1,1
select,2,2
sticks,3,5
essence,6,8
"&quot;great,0,1
""black,2,2
white""",1,1
laugh-out-loud,2,3
rib,1,1
"gee,0,4
willikers,0,1
rubbish?,0,2
evil;,2,2
inadequatly,0,1
depicts,0,1
gangsters.,1,1
virtually,1,7
tosca,2,3
antidote,3,3
teen-horror,1,1
malaise.,1,1
1932,1,1
safty,1,1
regan,1,1
boogy,1,1
woogy,1,1
feng,1,1
shue,1,1
gauntlet,1,1
know.....,1,1
bigger,7,20
boat.,1,2
"shakycam,1,1
foghat,1,1
concerts,4,4
hardship,1,1
""coming,2,3
age"",2,2
ever",2,3
godfather!,0,1
"""see,2,3
evil""?,0,1
point",0,1
considered,2,10
entertainment???????????????,0,1
ducking,1,1
spellbinder,2,2
wcw,4,7
ruled,2,4
wwf/wwe,1,1
charming;,1,1
paranoia,6,7
ed.,1,2
"six,3,3
underworld:,1,2
mockumentary,5,5
crisp,3,3
man""",2,2
"typical,2,5
re-animating,1,1
"mann,1,1
reinvents,1,1
""heat""",1,1
shopper,1,1
unsinkable,1,1
human's,1,1
sell-out,0,3
"silly,3,12
satisfing,1,1
&quot;mind,1,1
doors&quot;,1,1
joins,1,2
ds9,7,7
crew.,1,1
disturbingly,2,8
awesome!!!!!,1,1
surround,2,3
upscaling.,1,1
comedy-musical!,1,1
carvey's,1,1
royale,3,5
"turturro,1,1
watson,4,4
""shine""",1,1
shipping,2,4
lowers,1,1
painlessly,1,1
interrupted,1,3
agath,1,1
christie,7,9
there.......,1,3
topped!,1,1
fleming,1,3
"""mystery"",1,1
solved!",1,1
fonda,7,10
face.,0,3
comapre,0,1
!!dolls,1,1
wild!!,1,1
winston,2,2
churchill,3,3
speaker,2,2
declared,1,1
minister,1,1
britain,5,5
transporter(special,1,1
good!!!!!!!,1,1
"remember,4,5
accelerate,1,1
go!!!,2,2
bossa,1,1
nova,1,1
symbolic,4,4
premonition?,1,1
mones,1,1
appallingly,0,4
pitts!!!!,0,1
"story,3,5
told.,3,4
moon's,1,1
then&amp;now,0,1
marval,1,1
era!,2,3
natural,4,10
""blaxploitation"",1,1
insult",1,1
practice,7,11
beginners,8,20
plot!,4,9
speck,0,2
actor...,1,1
n',4,4
vegas!,1,2
leslie's,2,2
"""mighty,1,1
whale""",1,1
passport,1,2
stardom,3,4
luv,3,3
""who's,1,1
boss?""",1,1
weird!,2,3
repackage,1,1
bros.',0,1
(times,0,1
4),0,1
first.the,1,1
spacemen,1,1
railway,2,2
virtous,1,1
suburbs.,1,1
anaemic,0,1
drac,0,2
lifeboat,1,1
disney!,3,4
anymore.......,1,1
"""he's,4,6
world-shaker.""",0,1
"dreadful,0,5
point&quot;,1,1
generation...,2,2
&quot;femme,0,1
fatale&quot;,0,1
"hideously,0,2
over-produced,0,2
"celebration,1,1
't'....,1,1
falling,2,8
halloween.,2,2
confusion,5,15
(loosely,1,1
based),1,1
need...,1,1
"ambiguous,2,2
&quot;you're,2,2
money&quot;,2,2
&quot;beautiful,1,1
babies&quot;,1,1
"weak,1,22
dies,5,14
mellow,1,1
ballads,1,1
"michael,2,3
caine,9,13
darwin,0,1
intresting.................,1,1
comet,2,3
gaping,2,4
bottomless,1,1
cd...perfectly!,1,1
bite!!!,1,1
non-pc,1,1
true-crime,1,1
sky....a,1,1
denzel's,2,4
talent...,1,5
yeaaaaah!!!!!!!,1,1
appealing,4,6
alpha,7,14
laurel,2,7
(hardly),0,1
laurels,0,1
quality),0,2
reviews?,3,5
underrated--,1,1
"longish,1,1
"""is,4,7
you?""",1,1
frenzy,2,2
foundation,2,3
backstreet,1,1
rocks.,2,2
comedy-fantasy,1,1
watch.....,1,1
underdogs,1,1
asked,2,7
boo!,2,9
harry!,1,1
"put,1,3
torment,3,3
"""have,2,3
engaged,1,2
sass,0,1
em!,3,4
monie.....,1,1
crouching,2,3
tiger.,1,1
"could,0,12
29th,1,1
sreet,1,1
stache!,1,1
fulci,2,9
...always,1,1
ticking!,1,1
poker,2,3
episods!,0,1
cleese,3,3
displays,2,2
bicep,1,1
curls,1,1
lat,1,1
lifts,2,2
archetype?,1,1
oscar!,4,4
crawl...the,0,1
crawls...b.o.r.i.n.g,0,1
uninformed,1,1
dopey,0,4
sit,1,18
11's,1,1
landing,2,3
naptime,0,1
revolution!,1,1
'fifties,1,1
high-camp,1,1
presages,1,1
toys....less,1,1
gang,12,16
adult,13,21
civilization,3,6
--""",1,1
"rags,1,1
riches,1,1
best...,10,14
doubt!,3,3
is!!,1,1
swarm.,0,1
often.,1,1
"""avp"",1,1
""aardvarks,1,1
possible"",1,1
:-)",1,1
tennessee,1,1
william's,1,1
wing,9,17
icons,2,3
collide,1,1
trio,3,4
divas!!!,1,1
art?,3,6
storyline,8,17
account,5,6
family's,1,1
deterioration...,1,1
films;,1,1
liner,1,1
clich&eacute;s,0,3
repository,1,1
experiments...,1,1
#@$%&ing,1,1
kidding!!!!,1,1
winding,3,3
warm-hearted,2,2
unexpectedly,5,5
hoot!,3,3
chuzzlewits,1,1
"wine,1,1
bertolucci's,1,1
"play,1,1
fault...,0,2
cheesecake,3,3
eli's!,1,1
(r),1,1
house/vampire/late,1,1
hippie,1,4
fair,11,28
legends.,1,1
&quot;hell,1,1
earth&quot;,1,2
throws,4,7
control...,0,1
travesty,0,36
prediction,1,2
leopard...,0,1
daria,1,2
restoration!,4,4
monstrous,1,2
women""",1,1
&quot;sinbad,1,1
like&quot;,1,1
""treasure"",1,1
excecutive,1,1
arse,2,3
off!!,1,3
kite,2,3
venture,1,2
time!!!!!!,1,1
unforgettable!!!!!,1,1
""citizen,1,3
kane""-take,1,1
panty,1,2
true",1,1
"lion,1,1
winter-great,1,1
woods...foreign,1,1
woods...,1,2
1/2:,0,1
redo,1,5
"usual,1,1
shazam!,2,2
!?!?!?,1,1
irish,7,16
wow...i,1,2
[4.5],4,4
classis,1,2
yawn,0,51
dio,1,2
power-punch,1,1
outrage.,0,1
barbershop,1,1
dead.,3,12
jcvd?,1,1
jcvd,1,3
motorcycle?!,1,1
rick's,1,2
behavioral,1,1
rushmore,2,3
bottle,2,6
rocket:,1,1
mediagab,1,2
9,6,33
overgrazing,1,1
scenery.,3,5
terrors,2,2
ran,2,7
basket,2,2
houdini:,1,1
humdrum,1,2
collar,1,2
skulls,1,2
vanishes,1,1
&quot;black&quot;,1,1
mistery,2,2
effect?,1,1
duvall,6,7
easter,6,8
"""only,1,1
humorless,1,4
fail,1,7
smoochy's,1,1
uncompromised,1,1
irreverence""",1,1
fosse,2,2
indeed!,3,6
christy,1,2
murray's,4,6
item,5,8
dvd/ntsc,1,1
"&quot;welcome,1,1
else......,1,2
hardore,1,1
toes,3,3
"""heir,1,1
lust""",1,1
fertility,1,1
ritual,1,1
ginger!,1,1
recently,1,1
researched.,0,1
skunk,0,2
woodshed,0,1
idolizing,1,1
murderer?,1,1
story(s),1,1
outsiders'.,1,1
occidental,1,1
mindset,1,1
teacher!,1,2
however...,1,2
despised.,1,1
dubbing,1,7
fantastic-,1,1
harvey,4,4
pekar,1,1
excellence!,2,2
breathe,2,4
ingrid!,1,1
erin,1,1
brockovich!,1,1
&quot;do,2,2
graveyard,1,1
is?&quot;,1,1
fawn,1,1
regions,2,3
universe.,2,3
jumps,1,5
through!,2,4
not......your,1,1
&quot;usual&quot;,1,1
gate??,0,1
vampires,6,17
zatoichi...,1,1
suburban,3,4
crume,1,1
ugswbs,0,1
castless,0,1
laxative.,1,1
id4:,1,1
songs!,2,3
floor!,1,2
go.,3,9
richly,5,6
textured,2,2
soul?""",1,1
highlander!,1,1
cops,8,13
shattering,4,4
shame...,1,1
messed,4,6
torture,3,22
"instead,1,1
wearing,3,7
apron,1,1
""kiss,1,1
cook,1,4
prisoners,1,1
revisited...,1,1
unforgetable!,1,1
roots,7,7
volatile,2,2
system,8,13
speilbergs,1,1
follows,3,3
company's,1,2
grandaddy,0,1
age...,2,4
monterey,1,1
festival,2,6
true-life,2,2
shone,1,1
cosmos?,1,1
musical!!!!!,1,1
webber,1,2
beijing,1,1
puuuuuke.,0,1
been.....,1,1
war's,1,2
futility,1,1
chemistry!!,1,1
drama/adventure,1,1
wrenches,2,2
baskervilles,1,1
weeks,2,7
notice:,0,1
light--too,0,1
literate,1,1
kevorkian,1,1
physco,1,1
digging,3,4
pail,1,3
bebop,2,2
yet..!,0,1
awwwww,1,1
sondheim,1,1
speechless...,1,1
india,4,4
script.....,0,1
pile.,0,2
suspenseful!!,1,1
"yummy,1,1
yourself.,4,7
""chick,2,3
flick""",1,1
dangerous!!!,1,1
dissent!,1,1
grefe,1,1
classics!!,1,1
""original"",0,1
fans",1,2
question...,1,2
these!,1,1
past.,0,2
innovation,0,2
imagination,2,16
risk.,0,1
1978,0,2
discovering,2,2
sacrifice,6,7
cosmic,3,4
"essay,2,2
narrative,4,7
sci-fi/fantasy,1,1
cronenberg.,1,1
actors/actresses,0,1
...just,0,3
"""from,3,3
dusk,1,3
dawn"",1,1
substance",1,2
mo,3,6
sank,0,1
horror;,1,1
gridiron,1,1
"rocky,2,5
sequel"",1,1
for!!",1,1
manilow,1,1
direct-to-criterion,1,1
retire,0,4
brian!,0,1
*a,1,1
movie*,2,2
kicky,1,1
stabbed,0,1
ghost.,1,1
psychosis,1,1
are.,3,3
bloated,0,10
ego,1,6
teen-angst,1,1
tale!,10,10
transports,2,2
traveling,1,1
"""monsieur,1,1
verdoux"",1,1
box-office...",1,1
"4.5;,1,1
buttah,1,1
"friends:,1,1
divorces,1,1
careful..,1,1
imperfect,5,8
tarnishes,1,2
tramp's,1,1
mister,2,2
scarefest,1,1
70's!,1,1
compare,6,17
bond-failed,0,1
miserably!,0,1
tastes...,1,1
capistrano"",1,1
johnston,1,1
mcculley",1,1
more!!!!!!,1,1
jossverse,1,1
history.,3,7
files,4,4
pursuits,1,1
these?,1,1
quickly,4,12
erased??,1,1
"smartly,1,1
slovik,1,1
faced,1,1
roz,1,2
&quot;citizen,1,2
kane&quot;,1,2
impressive!!!,2,2
fix,3,8
reactive,1,1
proactive.,1,1
irritate,1,1
avid,1,2
'incredible',0,1
kingpin,1,4
anymore...""",1,1
sellin',1,1
death!""",1,1
others.,1,3
merrier!!!,1,1
cheese.,2,3
ideas.,1,1
w.u.,0,1
friends............,1,1
remake.,3,8
"""far,1,1
elsewhere,1,4
established,1,1
"zombietown,0,1
"fluff,1,1
""spoooon!""",1,1
concept.,1,2
spectral,1,1
finesse,1,1
last--,1,1
brat,2,7
pack's,1,1
expeience,1,1
"avoid,0,6
strawberries,3,3
simplicity,4,4
yasujiro,1,1
ozu!,1,1
donny,2,3
marie>>>simply,1,1
best!!!!!!!!,2,2
indulgent,0,5
lens,1,1
silica,0,1
moovy...?,0,1
"""north"",1,1
making",1,1
9:20,1,1
frantic,1,1
powerfull,2,2
"kiss:,1,1
"&quot;...and,1,1
dollars,3,10
spent!!!,1,1
unpleasant,0,11
stuff!!!!,1,1
"everybody,1,1
""money""!,1,1
""not,1,2
guilty""!",1,1
"louise,1,1
dungeons,1,3
dragons,5,10
ranks,3,4
critics',1,1
lists...,1,1
"williams,1,1
nanny,3,3
""drag""",1,1
fans....let,1,1
thy,2,4
sword!,1,1
sheldon?,1,1
keaton!,1,1
sense.;...,0,1
last:,1,1
heart!!,1,1
music"",1,1
coprophagia,1,1
hope",1,1
loyalth,1,1
reference,5,6
brett,3,5
rathbone?,1,1
expertly-realised,1,1
china's,1,1
separately,1,1
cardboard,1,1
explore,1,1
improves,4,4
remembered.,1,3
wiggles:,2,2
wiggly,1,3
picture...but,1,1
shafted,1,2
supplementals,1,1
flyers,1,1
wall.,1,1
wall..""",1,1
bela,7,14
hehehehehehe,1,1
huhuhuhuhuhuhuhuh,1,1
death's,1,1
2005!!!,1,1
period!!!,1,1
tea,2,12
grade,5,29
&quot;must,1,1
see&quot;,1,1
refreshing!,2,2
glued,4,4
ling,1,1
sez:,1,1
&quot;watch,2,2
wee-ooh-wee!&quot;,1,1
window,5,11
midlife,2,3
wow!!!!!!!!!,1,1
"older,1,1
"""light,1,1
(without,0,2
film),0,3
made!!!!!!!!!!!!!!!,0,1
pilates??,1,1
pilates!!,1,1
legend:,1,1
awe!,1,1
laughing.,2,2
"""tinsel,1,1
grownups.,1,1
ageless,5,6
international!?,1,1
"+,1,1
"camper,1,1
connery's,3,5
movies..,2,3
bee,2,4
sayeth,1,1
orca,1,2
hurful,1,1
townspeople,1,1
understand?,1,1
driven,2,5
wars.,3,4
anne,10,18
hech.,1,1
hoping,2,11
programs,4,4
"faithful,1,2
franchises,3,4
ray??,1,1
sunshine!!!,1,1
alone.""",2,2
them!,7,8
"vincent,2,2
enters,3,3
via,2,3
""house,1,1
wax""",1,1
satanic,1,3
nerd.,0,1
"intelligent,5,5
cimino's,1,3
villain....ooooh,1,1
yay,4,5
monster!,1,1
woodbines,1,1
creep...,1,1
horror/fantasy,0,1
skewering,1,1
skewered,2,3
one-take,1,1
dreamers,2,3
commerce,2,3
timepiece,1,1
relevance,1,1
iran,1,2
korea,2,4
"""fairytale:a,1,1
wonderful-a,1,1
see!",1,1
evening,4,6
mcgill,1,1
anyone?,2,10
art.........,0,1
satirical,2,2
funfest!!,1,1
womanizer,1,1
filmed!,2,2
gory!,3,4
waiting...,2,4
horrible?,0,1
smiles,2,3
night:,2,2
upstairs,1,1
daughter!""",1,1
breast-fest!,1,1
string,2,10
layman,1,1
''you're,1,1
tall'',1,1
angie,2,2
nude!!!,1,1
d.h.,1,1
stars/great,1,1
better.....!,1,1
halle,4,9
core,4,12
showtime,3,3
riviting,4,4
haha,3,5
now!!!!!!!!!!!!!!!!!!!!,1,1
tough:,1,1
whips,1,1
"""o,1,1
mio""",1,1
losing,1,9
patched,0,1
clerks,4,5
brendan,1,2
frazer,0,1
surely,3,7
1970s?,1,1
(the,8,18
80s),1,1
waters',1,1
cd!,2,2
smart"",1,1
comments",1,1
phileas,2,2
fogg,2,2
punctual,1,1
joking,0,7
movie!!!!!!!!!!!!!!!!!!,1,1
"started,0,7
trump's,1,1
flowers,4,6
bloom,2,3
wit.,1,2
boot...,0,1
voyager.,1,1
beans!!!,1,1
crackers,2,4
sadako,1,1
samara!,1,1
unbearably,1,6
tedious.,0,4
writing's,1,1
enlightening...,1,1
betty,4,7
subdued,1,1
targets,1,1
funny-bone...,1,1
basketball,3,4
vendetta,2,4
copyright,1,1
krites!,1,1
bored!,0,3
nolte,3,3
newcomer,1,1
ours,3,3
"bleak,3,3
jill""",1,1
admire,1,3
"""its,1,2
exorcisum""",1,1
fatigue,0,1
previews,2,5
magoo,2,3
original:,0,2
yard""",0,1
collections,5,6
tears...,0,1
sleuths.,1,1
host...,1,1
adoreable,1,1
dvd-movie;o),1,1
movie...dvd,1,1
warning!),1,1
features...poor,1,1
fidelity?,1,1
hanging,2,5
mall,6,8
millenium!,2,2
transmission,2,3
'who,2,2
built,5,5
highway,5,6
baton,1,1
rouge?,1,1
schools?'*,1,1
trek's,2,2
storied,1,1
"stylized,2,2
"top,1,3
""marie,1,2
antoinette"",1,1
hollywood",1,1
sea...,0,1
damien:,1,1
omen,3,8
(1978),2,3
movie...but...,1,1
"couldn't,0,1
""zero""?",0,2
kar-wai,1,1
cheung....o,1,1
yea,1,4
leung,1,1
too...,3,5
""charlie's,1,1
angels"",1,2
season!""",1,1
ingenious,4,4
fantasy-sports,1,1
best....but,1,2
hive,1,1
deserve,3,41
5-what,1,1
hooray,5,5
"filler,1,1
2-parter,1,1
dedicate,1,1
griswold,1,1
christmas.""",1,1
racetrack,1,1
faux-masterpiece,0,1
practioners,1,1
"uuhh...,0,1
wildest,2,3
"rousing,1,1
""cinderella,1,1
blueprint,1,1
groundhog,1,2
frivolous,0,2
fans?,1,2
diana,5,5
rigg:,1,1
tylenol?,0,1
querelle?,0,1
desire?,0,1
flanagan,1,1
"fabulous,5,8
talents,1,6
bowling,0,5
gus,0,3
frikin',0,1
yeti...,0,1
ring?,1,1
wrestling!,2,2
"""kentucky,1,1
&quot;lynyrd,1,1
skynyrd&quot;,1,1
redneck,1,5
story;,3,6
""war,0,2
film?""",0,1
tarantula,1,2
halloween...,1,1
exhausting!,1,1
revived!,1,1
tng's,3,3
trendsetter;,1,1
loads,11,11
intrigue...,1,1
"jackson,1,1
two-,1,1
goldclinker.,0,1
sooner,1,2
niagra,0,1
barrel,2,21
persecution,2,2
jean-paul,1,1
marat,1,1
performed,1,2
charenton,1,1
svu,1,1
"utterly,1,6
bride,7,10
wore,3,3
dickie,3,3
fan!!!!,0,1
alucard,1,1
'60s!!,1,1
murphy!!!,1,1
surrender,1,1
nelson,3,4
eddy,4,5
jeanette,1,1
mcdonald,1,1
bend.,1,2
political/social,1,1
satire---classic,1,1
allen......,1,1
"fascinating,6,10
"""carol,0,1
anne...carol,0,3
anne!!!""",0,1
&quot;noir&quot;,1,1
know:,1,1
mer,1,1
finally.,2,2
si,2,2
te,1,1
gusta,1,1
genero,1,1
goodie,5,5
"lotsa,1,1
cheese!!!!!!!!!,1,1
sorry...,1,5
equally,2,2
funny!!!!,3,3
bean's,1,1
laughter.,1,1
bamboo,0,1
shoots,2,5
fingernails,2,3
painful...,0,1
awe-inspiring,3,4
thirties-or,1,1
"""spring,1,1
dj&auml;vlar!""",1,1
vampires.,0,3
(how,0,1
be?),0,1
comfortable..,1,1
mirren!,1,1
be......,1,2
monkman,1,1
noteworthy,1,1
accomplishment,3,3
pizza?,1,1
tensions,0,1
flair,5,8
resorting,1,1
anxiety,1,1
grant's,2,2
cyberpunk/sci-fi,1,1
d&amp;d,0,3
clearfy,1,1
developed,2,3
&quot;if,1,1
minute...&quot;,1,1
""trumpy-dumpy""",1,1
cinderella!!,1,1
best!!!,10,11
h.g.,3,5
asking,2,3
&quot;did,1,2
"lamour,1,1
disbelief...if,0,1
can.,1,3
xyz,1,1
shintaro,1,1
katsu,1,1
ballet's,1,1
schwarzenegger's,3,3
frontier?,0,2
no....almost,0,1
beyond...,2,2
grip,1,4
havng,0,1
awful&quot;.,0,1
reeked,0,1
days...,2,4
austen......,0,1
"heart-warming,2,2
retellng,1,1
""frankenstein,1,1
josh,3,4
hartnett's,0,1
accent,1,7
part...,1,2
shmurse,1,1
flummery,0,1
opponents,2,2
politicize,1,1
jeopardize,1,1
health,3,4
hd?!,1,1
werewolves??????,0,1
trek-,1,1
physical,2,3
"pride,1,1
vanishing,1,3
eye........how,1,1
t,4,15
high..................................,1,1
otakus,1,1
rasing,1,1
cain,3,7
bounding,1,1
main!,1,1
stones!,1,1
terrible:,0,1
simians,1,1
world...,2,4
martial-arts,1,2
fear!,4,4
one-star,0,4
represents,0,2
unwarranted,1,2
generosity,0,1
breathtaking......,1,1
film/worst,0,1
"harrowing,1,1
damon,4,6
changes--to,1,1
congratulations,0,2
ducommun,1,1
awesome!!!,9,9
run!,3,6
usually,2,10
""last,1,1
measure""",1,1
army,8,11
would.,1,5
passages,1,1
elmore,1,2
wrote,6,12
""three's,1,1
company...""",1,1
clones...,1,1
disney/pixar,2,2
ray!!!,2,2
humanity..,1,1
existencialism..and,1,1
dystopia,1,2
it's.................bad!,0,1
politics?,1,1
bad].,0,1
charmed:,1,1
(2001-2002),1,1
"wheat,1,1
davis...,1,2
slave,3,6
score.,1,2
mildly,2,23
standards...,1,1
body...,1,1
jar...,1,1
if..,0,1
classic:,3,5
best...but...,1,1
horse,9,23
reviews!!?!??!,0,1
brit,3,4
storytelling!,1,1
masterpeice!,2,2
known?,1,1
begin?,0,4
musicians,1,2
"album,1,1
original...!,1,1
lite,2,13
underbelly,2,2
johnnie,1,2
merrill's,1,1
marauders,2,2
cunning,3,4
hee-hee-hee.,1,1
poo-poo-poo.,1,1
ha-ha-ha,1,1
maricon,1,1
ferociously,1,2
""retarded"",0,1
invented",0,1
me.""",1,1
tiresome,0,5
&quot;hot,1,1
spot&quot;!,1,1
:-l,3,3
succes,1,1
office,5,9
"ummm,1,3
liked.,1,1
masterwork,8,9
topmost,1,1
giants!!!,1,1
caron,1,1
always!,3,3
day&quot;,1,1
sick...,0,1
woohoo!!,1,1
pain!!,1,1
thriller/serial,1,1
ignored,2,4
repugnant,0,4
"grew,1,1
cheesiness!!,1,1
romantic-,1,1
mcgregor,2,4
glory.,2,3
holllywood's,1,1
bette's,2,3
cinema!!,1,1
olivier's,1,1
civil-war,1,1
solemn,2,3
bart?,1,1
sonny,2,3
cher--the,1,1
"cartoons,1,1
forgot,7,17
ub,1,1
iwerks,2,2
dept.,1,1
unfunny,0,39
love""",3,4
eaten,1,6
husband.""",0,1
piolot?,1,1
watch.,9,22
touching.,4,4
seriously,9,31
ingenuity,1,1
outsmart...to,1,1
outbacks,1,1
concrete,3,4
jungle!,3,5
list!!,1,1
&quot;cold&quot;,0,1
nebula's,0,1
rings!,0,2
dilbert,2,2
unsettling,5,6
favorite!!!,6,6
suspense-lovers;,1,1
something...,0,3
negativity?,1,1
wheww!!!,1,1
latifah,2,3
cupcakes?""",1,1
springfield,3,3
""strangers""",1,1
heart...,2,3
jumbled:,0,1
sci-&quot;fi&quot;?,1,1
showed,3,6
channel.,2,2
entertained.....,1,1
methinks,1,1
forest,4,8
trees...,1,1
gerry,3,3
1969,3,3
sydney,2,2
almighty,2,2
stiches:,1,1
silicon:,1,1
yup!,1,1
"hmm..not,0,1
offensive,2,21
miroku!!,1,1
desperation...,1,2
meaningful...,1,1
chasers,2,3
extraordinare,1,1
favreau,1,1
perfect!!!,1,1
"cusack,1,1
versatility,1,1
serling,2,2
inspiring!,3,3
""comedy""",0,1
"solemn,1,1
startlingly,1,3
limits,9,15
alive!,3,3
heaven?""",1,1
wwi,5,5
enough?,1,2
fries,1,3
conceptually,1,1
damned,1,6
embarrass,1,1
themselves--thankfully,1,1
mamoru,1,1
oshii,1,1
"""so,7,10
funky,6,6
disguised,3,12
great-what,1,1
jigsaw.,1,1
continues!,3,3
bush,3,9
whipped,2,2
bard,1,2
grave!,0,5
"totally,2,4
"accident,1,1
couth!!,1,1
husk.,0,1
gateway,2,3
""skool,1,1
bust,1,9
turkey!,0,6
whedon,3,4
""get,1,1
it"",1,1
don't",1,1
widmark,3,3
lose...,2,2
70's!!,1,1
optimistic...just,1,1
ordered,2,4
unscary,0,2
somebody's,1,1
watchin',1,1
savages?,1,1
time....,4,10
wooohooo!!,1,1
why??,0,6
style...,2,5
"look,2,10
but....madonna,1,1
firday,1,1
irresistable,3,3
hopeless!!!,0,1
wrangler,1,1
fansintating,1,1
johnathan,1,1
brandis,1,1
'tis,2,2
fool....,1,1
roy,7,8
orbison,2,2
grandparents!,1,1
rodeo,1,2
hoo-,1,1
ahh!,1,1
hank...your,1,1
hats,2,3
limited,8,20
&quot;mr.,0,1
deeds&quot;,0,1
gone?...,0,1
crapville,0,1
original;,0,1
"paramount,0,1
rips,1,5
lotsa,1,1
maltin,1,1
serenity,2,2
highlight!!!,1,1
'cold,1,1
hype',1,1
bomb!,1,8
jackie's,2,7
while....,0,1
least...buy,1,1
elicits,1,1
giggles,2,3
laugh...,0,1
show's,3,3
non-linear,1,1
mindbender,1,1
""fievel's,1,1
tails""?",1,1
purists..,1,1
knife-wielding,1,1
huzzah!,2,2
1980.,1,1
&quot;classics&quot;,1,1
horror....,2,3
labyrinth's,1,1
"fashion,1,1
effect's,0,1
epitome,1,3
aristocratic,3,3
but...unbelievably,1,1
frustrating,2,16
bouncing,3,3
sleep--dull,0,1
roth,1,3
kosher,1,1
champagne,3,4
operatic,2,5
&quot;phantom&quot;,1,1
cheek...,1,1
farenheit,1,2
9-11,2,2
animation!!,1,1
"hello,1,4
clarise...yeah,0,1
addition...,1,1
words!!!,1,1
raspberry.....,1,1
13-the,1,1
torch,2,2
singer,4,5
yesteryear,1,2
melancoly,1,1
norton,0,1
coooool,1,1
singin',4,4
rainin',1,1
""conan"",1,1
family!",1,1
""nameless""",1,1
